Name,RollNumber,Branch,Year,CurrentCourse,Course1,Grade1,Course2,Grade2
Pooja Sinha,PhD25388,CSAM,2023,815,TOC,8,555,9
Aryan Sinha,MT25389,CSD,2020,CV,222,9,CLOUD,10
Kavya Sinha,MT25390,CSB,2021,1005,ALGO,10,777,6
Aakash Sinha,PhD25391,CSE,2022,TOC,444,6,CYBER,7
Simran Sinha,MT25392,ECE,2023,222,MOBILE,7,999,8
Varun Sinha,MT25393,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Sinha,PhD25394,CSD,2021,444,IOT,9,101,10
Nikhil Sinha,MT25395,CSB,2022,MOBILE,888,10,DSA,6
Ritu Sinha,MT25396,CSE,2023,666,GAME,6,303,7
Siddharth Sinha,PhD25397,ECE,2020,IOT,1111,7,CN,8
Neha Sinha,MT25398,CSAM,2021,888,OOPD,8,523,9
Kunal Sinha,MT25399,CSD,2022,GAME,202,9,AI,10
Shruti Sinha,PhD25400,CSB,2023,1111,OS,10,702,6
Aarav Choudhury,MT25401,CSE,2020,OOPD,401,6,NLP,7
Vivaan Choudhury,MT25402,ECE,2021,202,DBMS,7,920,8
Aditya Choudhury,PhD25403,CSAM,2022,OS,601,8,SEC,9
Vihaan Choudhury,MT25404,CSD,2023,401,ML,9,111,10
Arjun Choudhury,MT25405,CSB,2020,DBMS,815,10,COA,6
Sai Choudhury,PhD25406,CSE,2021,601,CV,6,333,7
Arnav Choudhury,MT25407,ECE,2022,ML,1005,7,WEB,8
Ayaan Choudhury,MT25408,CSAM,2023,815,TOC,8,555,9
Krishna Choudhury,PhD25409,CSD,2020,CV,222,9,CLOUD,10
Ishaan Choudhury,MT25410,CSB,2021,1005,ALGO,10,777,6
Shaurya Choudhury,MT25411,CSE,2022,TOC,444,6,CYBER,7
Atharv Choudhury,PhD25412,ECE,2023,222,MOBILE,7,999,8
Advik Choudhury,MT25413,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Choudhury,MT25414,CSD,2021,444,IOT,9,101,10
Reyansh Choudhury,PhD25415,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Choudhury,MT25416,CSE,2023,666,GAME,6,303,7
Diya Choudhury,MT25417,ECE,2020,IOT,1111,7,CN,8
Saanvi Choudhury,PhD25418,CSAM,2021,888,OOPD,8,523,9
Ananya Choudhury,MT25419,CSD,2022,GAME,202,9,AI,10
Pari Choudhury,MT25420,CSB,2023,1111,OS,10,702,6
Navya Choudhury,PhD25421,CSE,2020,OOPD,401,6,NLP,7
Angel Choudhury,MT25422,ECE,2021,202,DBMS,7,920,8
Ira Choudhury,MT25423,CSAM,2022,OS,601,8,SEC,9
Prisha Choudhury,PhD25424,CSD,2023,401,ML,9,111,10
Anaya Choudhury,MT25425,CSB,2020,DBMS,815,10,COA,6
Ravi Choudhury,MT25426,CSE,2021,601,CV,6,333,7
Priya Choudhury,PhD25427,ECE,2022,ML,1005,7,WEB,8
Amit Choudhury,MT25428,CSAM,2023,815,TOC,8,555,9
Sneha Choudhury,MT25429,CSD,2020,CV,222,9,CLOUD,10
Karan Choudhury,PhD25430,CSB,2021,1005,ALGO,10,777,6
Nisha Choudhury,MT25431,CSE,2022,TOC,444,6,CYBER,7
Rahul Choudhury,MT25432,ECE,2023,222,MOBILE,7,999,8
Divya Choudhury,PhD25433,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Choudhury,MT25434,CSD,2021,444,IOT,9,101,10
Rohan Choudhury,MT25435,CSB,2022,MOBILE,888,10,DSA,6
Anjali Choudhury,PhD25436,CSE,2023,666,GAME,6,303,7
Vikram Choudhury,MT25437,ECE,2020,IOT,1111,7,CN,8
Pooja Choudhury,MT25438,CSAM,2021,888,OOPD,8,523,9
Aryan Choudhury,PhD25439,CSD,2022,GAME,202,9,AI,10
Kavya Choudhury,MT25440,CSB,2023,1111,OS,10,702,6
Aakash Choudhury,MT25441,CSE,2020,OOPD,401,6,NLP,7
Simran Choudhury,PhD25442,ECE,2021,202,DBMS,7,920,8
Varun Choudhury,MT25443,CSAM,2022,OS,601,8,SEC,9
Tanvi Choudhury,MT25444,CSD,2023,401,ML,9,111,10
Nikhil Choudhury,PhD25445,CSB,2020,DBMS,815,10,COA,6
Ritu Choudhury,MT25446,CSE,2021,601,CV,6,333,7
Siddharth Choudhury,MT25447,ECE,2022,ML,1005,7,WEB,8
Neha Choudhury,PhD25448,CSAM,2023,815,TOC,8,555,9
Kunal Choudhury,MT25449,CSD,2020,CV,222,9,CLOUD,10
Shruti Choudhury,MT25450,CSB,2021,1005,ALGO,10,777,6
Aarav Dutta,2021020,CS,2022,TOC,444,6,CYBER,7
Vivaan Dutta,MT25452,ECE,2023,222,MOBILE,7,999,8
Aditya Dutta,MT25453,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Dutta,PhD25454,CSD,2021,444,IOT,9,101,10
Arjun Dutta,MT25455,CSB,2022,MOBILE,888,10,DSA,6
Sai Dutta,MT25456,CSE,2023,666,GAME,6,303,7
Arnav Dutta,PhD25457,ECE,2020,IOT,1111,7,CN,8
Ayaan Dutta,MT25458,CSAM,2021,888,OOPD,8,523,9
Krishna Dutta,MT25459,CSD,2022,GAME,202,9,AI,10
Ishaan Dutta,PhD25460,CSB,2023,1111,OS,10,702,6
Shaurya Dutta,MT25461,CSE,2020,OOPD,401,6,NLP,7
Atharv Dutta,MT25462,ECE,2021,202,DBMS,7,920,8
Advik Dutta,PhD25463,CSAM,2022,OS,601,8,SEC,9
Pranav Dutta,MT25464,CSD,2023,401,ML,9,111,10
Reyansh Dutta,MT25465,CSB,2020,DBMS,815,10,COA,6
Aaradhya Dutta,PhD25466,CSE,2021,601,CV,6,333,7
Diya Dutta,MT25467,ECE,2022,ML,1005,7,WEB,8
Saanvi Dutta,MT25468,CSAM,2023,815,TOC,8,555,9
Ananya Dutta,PhD25469,CSD,2020,CV,222,9,CLOUD,10
Pari Dutta,MT25470,CSB,2021,1005,ALGO,10,777,6
Navya Dutta,MT25471,CSE,2022,TOC,444,6,CYBER,7
Angel Dutta,PhD25472,ECE,2023,222,MOBILE,7,999,8
Ira Dutta,MT25473,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Dutta,MT25474,CSD,2021,444,IOT,9,101,10
Anaya Dutta,PhD25475,CSB,2022,MOBILE,888,10,DSA,6
Ravi Dutta,MT25476,CSE,2023,666,GAME,6,303,7
Priya Dutta,MT25477,ECE,2020,IOT,1111,7,CN,8
Amit Dutta,PhD25478,CSAM,2021,888,OOPD,8,523,9
Sneha Dutta,MT25479,CSD,2022,GAME,202,9,AI,10
Karan Dutta,MT25480,CSB,2023,1111,OS,10,702,6
Nisha Dutta,PhD25481,CSE,2020,OOPD,401,6,NLP,7
Rahul Dutta,MT25482,ECE,2021,202,DBMS,7,920,8
Divya Dutta,MT25483,CSAM,2022,OS,601,8,SEC,9
Meera Dutta,PhD25484,CSD,2023,401,ML,9,111,10
Rohan Dutta,MT25485,CSB,2020,DBMS,815,10,COA,6
Anjali Dutta,MT25486,CSE,2021,601,CV,6,333,7
Vikram Dutta,PhD25487,ECE,2022,ML,1005,7,WEB,8
Pooja Dutta,MT25488,CSAM,2023,815,TOC,8,555,9
Aryan Dutta,MT25489,CSD,2020,CV,222,9,CLOUD,10
Kavya Dutta,PhD25490,CSB,2021,1005,ALGO,10,777,6
Aakash Dutta,MT25491,CSE,2022,TOC,444,6,CYBER,7
Simran Dutta,MT25492,ECE,2023,222,MOBILE,7,999,8
Varun Dutta,PhD25493,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Dutta,MT25494,CSD,2021,444,IOT,9,101,10
Nikhil Dutta,MT25495,CSB,2022,MOBILE,888,10,DSA,6
Ritu Dutta,PhD25496,CSE,2023,666,GAME,6,303,7
Siddharth Dutta,MT25497,ECE,2020,IOT,1111,7,CN,8
Neha Dutta,MT25498,CSAM,2021,888,OOPD,8,523,9
Kunal Dutta,PhD25499,CSD,2022,GAME,202,9,AI,10
Shruti Dutta,MT25500,CSB,2023,1111,OS,10,702,6
Aarav Bose,MT25501,CSE,2020,OOPD,401,6,NLP,7
Vivaan Bose,PhD25502,ECE,2021,202,DBMS,7,920,8
Aditya Bose,MT25503,CSAM,2022,OS,601,8,SEC,9
Vihaan Bose,MT25504,CSD,2023,401,ML,9,111,10
Arjun Bose,PhD25505,CSB,2020,DBMS,815,10,COA,6
Sai Bose,MT25506,CSE,2021,601,CV,6,333,7
Arnav Bose,MT25507,ECE,2022,ML,1005,7,WEB,8
Ayaan Bose,PhD25508,CSAM,2023,815,TOC,8,555,9
Krishna Bose,MT25509,CSD,2020,CV,222,9,CLOUD,10
Ishaan Bose,MT25510,CSB,2021,1005,ALGO,10,777,6
Shaurya Bose,PhD25511,CSE,2022,TOC,444,6,CYBER,7
Atharv Bose,MT25512,ECE,2023,222,MOBILE,7,999,8
Advik Bose,MT25513,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Bose,PhD25514,CSD,2021,444,IOT,9,101,10
Reyansh Bose,MT25515,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Bose,MT25516,CSE,2023,666,GAME,6,303,7
Diya Bose,PhD25517,ECE,2020,IOT,1111,7,CN,8
Saanvi Bose,MT25518,CSAM,2021,888,OOPD,8,523,9
Ananya Bose,MT25519,CSD,2022,GAME,202,9,AI,10
Pari Bose,PhD25520,CSB,2023,1111,OS,10,702,6
Navya Bose,MT25521,CSE,2020,OOPD,401,6,NLP,7
Angel Bose,MT25522,ECE,2021,202,DBMS,7,920,8
Ira Bose,PhD25523,CSAM,2022,OS,601,8,SEC,9
Prisha Bose,MT25524,CSD,2023,401,ML,9,111,10
Anaya Bose,MT25525,CSB,2020,DBMS,815,10,COA,6
Ravi Bose,PhD25526,CSE,2021,601,CV,6,333,7
Priya Bose,MT25527,ECE,2022,ML,1005,7,WEB,8
Amit Bose,MT25528,CSAM,2023,815,TOC,8,555,9
Sneha Bose,PhD25529,CSD,2020,CV,222,9,CLOUD,10
Karan Bose,MT25530,CSB,2021,1005,ALGO,10,777,6
Nisha Bose,MT25531,CSE,2022,TOC,444,6,CYBER,7
Rahul Bose,PhD25532,ECE,2023,222,MOBILE,7,999,8
Divya Bose,MT25533,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Bose,MT25534,CSD,2021,444,IOT,9,101,10
Rohan Bose,PhD25535,CSB,2022,MOBILE,888,10,DSA,6
Anjali Bose,MT25536,CSE,2023,666,GAME,6,303,7
Vikram Bose,MT25537,ECE,2020,IOT,1111,7,CN,8
Pooja Bose,PhD25538,CSAM,2021,888,OOPD,8,523,9
Aryan Bose,MT25539,CSD,2022,GAME,202,9,AI,10
Kavya Bose,MT25540,CSB,2023,1111,OS,10,702,6
Aakash Bose,PhD25541,CSE,2020,OOPD,401,6,NLP,7
Simran Bose,MT25542,ECE,2021,202,DBMS,7,920,8
Varun Bose,MT25543,CSAM,2022,OS,601,8,SEC,9
Tanvi Bose,PhD25544,CSD,2023,401,ML,9,111,10
Nikhil Bose,MT25545,CSB,2020,DBMS,815,10,COA,6
Ritu Bose,MT25546,CSE,2021,601,CV,6,333,7
Siddharth Bose,PhD25547,ECE,2022,ML,1005,7,WEB,8
Neha Bose,MT25548,CSAM,2023,815,TOC,8,555,9
Kunal Bose,MT25549,CSD,2020,CV,222,9,CLOUD,10
Shruti Bose,PhD25550,CSB,2021,1005,ALGO,10,777,6
Aarav Chakraborty,MT25551,CSE,2022,TOC,444,6,CYBER,7
Vivaan Chakraborty,MT25552,ECE,2023,222,MOBILE,7,999,8
Aditya Chakraborty,PhD25553,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Chakraborty,MT25554,CSD,2021,444,IOT,9,101,10
Arjun Chakraborty,MT25555,CSB,2022,MOBILE,888,10,DSA,6
Sai Chakraborty,PhD25556,CSE,2023,666,GAME,6,303,7
Arnav Chakraborty,MT25557,ECE,2020,IOT,1111,7,CN,8
Ayaan Chakraborty,MT25558,CSAM,2021,888,OOPD,8,523,9
Krishna Chakraborty,PhD25559,CSD,2022,GAME,202,9,AI,10
Ishaan Chakraborty,MT25560,CSB,2023,1111,OS,10,702,6
Shaurya Chakraborty,MT25561,CSE,2020,OOPD,401,6,NLP,7
Atharv Chakraborty,PhD25562,ECE,2021,202,DBMS,7,920,8
Advik Chakraborty,MT25563,CSAM,2022,OS,601,8,SEC,9
Pranav Chakraborty,MT25564,CSD,2023,401,ML,9,111,10
Reyansh Chakraborty,PhD25565,CSB,2020,DBMS,815,10,COA,6
Aaradhya Chakraborty,MT25566,CSE,2021,601,CV,6,333,7
Diya Chakraborty,MT25567,ECE,2022,ML,1005,7,WEB,8
Saanvi Chakraborty,PhD25568,CSAM,2023,815,TOC,8,555,9
Ananya Chakraborty,MT25569,CSD,2020,CV,222,9,CLOUD,10
Pari Chakraborty,MT25570,CSB,2021,1005,ALGO,10,777,6
Navya Chakraborty,PhD25571,CSE,2022,TOC,444,6,CYBER,7
Angel Chakraborty,MT25572,ECE,2023,222,MOBILE,7,999,8
Ira Chakraborty,MT25573,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Chakraborty,PhD25574,CSD,2021,444,IOT,9,101,10
Anaya Chakraborty,MT25575,CSB,2022,MOBILE,888,10,DSA,6
Ravi Chakraborty,MT25576,CSE,2023,666,GAME,6,303,7
Priya Chakraborty,PhD25577,ECE,2020,IOT,1111,7,CN,8
Amit Chakraborty,MT25578,CSAM,2021,888,OOPD,8,523,9
Sneha Chakraborty,MT25579,CSD,2022,GAME,202,9,AI,10
Karan Chakraborty,PhD25580,CSB,2023,1111,OS,10,702,6
Nisha Chakraborty,MT25581,CSE,2020,OOPD,401,6,NLP,7
Rahul Chakraborty,MT25582,ECE,2021,202,DBMS,7,920,8
Divya Chakraborty,PhD25583,CSAM,2022,OS,601,8,SEC,9
Meera Chakraborty,MT25584,CSD,2023,401,ML,9,111,10
Rohan Chakraborty,MT25585,CSB,2020,DBMS,815,10,COA,6
Anjali Chakraborty,PhD25586,CSE,2021,601,CV,6,333,7
Vikram Chakraborty,MT25587,ECE,2022,ML,1005,7,WEB,8
Pooja Chakraborty,MT25588,CSAM,2023,815,TOC,8,555,9
Aryan Chakraborty,PhD25589,CSD,2020,CV,222,9,CLOUD,10
Kavya Chakraborty,MT25590,CSB,2021,1005,ALGO,10,777,6
Aakash Chakraborty,MT25591,CSE,2022,TOC,444,6,CYBER,7
Simran Chakraborty,PhD25592,ECE,2023,222,MOBILE,7,999,8
Varun Chakraborty,MT25593,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Chakraborty,MT25594,CSD,2021,444,IOT,9,101,10
Nikhil Chakraborty,PhD25595,CSB,2022,MOBILE,888,10,DSA,6
Ritu Chakraborty,MT25596,CSE,2023,666,GAME,6,303,7
Siddharth Chakraborty,MT25597,ECE,2020,IOT,1111,7,CN,8
Neha Chakraborty,PhD25598,CSAM,2021,888,OOPD,8,523,9
Kunal Chakraborty,MT25599,CSD,2022,GAME,202,9,AI,10
Shruti Chakraborty,MT25600,CSB,2023,1111,OS,10,702,6
